complex_text,simple_text
"It has four main streets running west to east , and they are listed here in sequence from south to north : Bay Road , Liverpool Row , Central Street and Cayon Street .","It has four main streets running east-west : Bay Road , Liverpool Row , Central Street and Cayon Street ."
"On February 9 , 2011 , Frolik was traded to the Chicago Blackhawks , along with goaltender Alexander SalÃ k for Jack Skille , Hugh Jessiman , and David Pacan .","FrolÃ k was traded to the Chicago Blackhawks , along with Alexander Salak for Hugh Jessiman and David Pacan on February 9 , 2011 ."
"The Lord of the Rings started as a sequel to J. R. R. Tolkien 's earlier work , The Hobbit , published in 1937 .","The Lord of the Rings began as a sequel to Tolkien 's earlier fantasy book , The Hobbit , but quickly became a much larger story ."
"Such conditions produced distinctive human behaviors that are preserved in the material record , such as the Maglemosian and Azilian cultures .",Such conditions produced distinctive human behaviors which are preserved in characteristic finds .
"Humans and many other animals lack an enzyme to break the beta-linkages , so they do not digest cellulose .",Humans and many other animals do not digest cellulose .
"Three Cheers for Sweet Revenge is the second studio album by American rock band My Chemical Romance , released on June 8 , 2004 .",Three Cheers for Sweet Revenge is the second studio album by band My Chemical Romance .
Antonio de Torres Jurado ( 13 June 1817 â `` 19 November 1892 ) was a Spanish guitarist and luthier .,"Antonio De Torres Jurado ( June 13 , 1817 â `` November 19 , 1892 ) was a Spanish guitarist and guitar maker ."
"Metroid , Metroid II : Return of Samus , Super Metroid , Metroid Fusion , and Metroid : Zero Mission were all developed by Nintendo 's internal R&D 1 section .",Metroid is the first game in the Metroid series and stars the character Samus Aran .
"While the Old Kingdom was a period of internal security and prosperity , it was followed by a period of disunity and relative cultural decline referred to by Egyptologists as the First Intermediate Period .",The Old Kingdom was followed by a period of disunity and relative cultural decline that is called the First Intermediate Period by Egyptologists .
"Most observed GRBs are believed to be a narrow beam of intense radiation released during a supernova event , as a rapidly rotating , high-mass star collapses to form a neutron star or black hole .","Most GRBs are a narrow beam of intense radiation released during a supernova , as a huge rapidly spinning star collapses to form a black hole ."
"In the 1930s the LPO was the orchestra for the international opera seasons at the Royal Opera House , Covent Garden , of which Beecham was artistic director .","In the 1930s , when Beecham conducted at the Royal Opera House , the orchestra played for operas there ."
"The English text comprises 108,260 words and is divided into two parts , each reading as a continuous narrative with no chapter divisions .","The book is divided into two parts , and is 108,260 words long . Each part is a continuous narrative , with no chapter divisions ."
"A cubic metre of pure water at the temperature of maximum density ( 3.98 Â C ) and standard atmospheric pressure ( 101.325 kPa ) has a mass of 1,000 kg , or one tonne .","A cubic metre of pure water at the temperature of maximum density ( 3.98 Â C ) and standard atmospheric pressure ( 101.325 kPa ) has a mass of 1000 kg , or one tonne ."
"The Screwtape Letters comprises thirty-one letters written by a senior demon named Screwtape to his nephew , a young demon named Wormwood .",Screwtape is Wormwood 's uncle and a `` high '' demon .
"Since the early 1980s the FIA have required that Formula One entrants own the intellectual rights to the chassis that they enter , and so the terms `` entrant '' and `` constructor '' , and hence also `` team '' , have become synonymous .","Since the early 1980s , the FIA requires that Formula One entrants own the intellectual rights to the chassis that they enter ."
"With the help of troops from his new father-in-law , Agamemnon then took the throne of Mycenae from his uncle Thyestes . Agamemnon and Clytemnestra became rulers of Mycenae , and she bore three daughters : Iphigenia , Chrysothemis , and Electra ; and finally a son : Orestes .","She was married to Agamemnon , King of Mycenae ."
In 2004 the American Bad Aibling ECHELON station ( Field Station 81 ) closed after several decades of operation .,In 2004 the US American Bad Aibling Echelon station closed after decades of operation .
"The storm caused high waves along the East Coast of the United States , with 19-foot seas ( 5.97 m ) in the open ocean .","The storm caused high waves along the East Coast of the United States , with 19 foot seas ( 5.97 m ) in the open ocean ."
"The Hornets opened their inaugural season in New Orleans on October 30 , 2002 , against the Utah Jazz , who were originally known as the New Orleans Jazz .",The moved to New Orleans in 2002 .
"At 15 he began to write lyrics ( `` I like to rock , I like to dance , I like pretty girls taking down their pants '' MixMag 1996 ) . At 17 , he spent some time in prison because he bought forged Â # 50 notes from a friend , who later informed the police .","At 15 he began to write lyrics ( `` I like to rock , I like to dance , I like pretty girls taking down their pants '' MixMag 1996 ) At 17 , he spent some time in prison because he bought forged Â # 50 notes from a friend , who later told the police ."
"Zack is from a family of writers : he is the son of screenwriter Tom Whedon , grandson of screenwriter John Whedon , and the brother of screenwriter\/musician Jed Whedon and producer\/director\/writer Joss Whedon .",He is the son of writer Tom Whedon and the brother of writer-producer-director Joss Whedon .
"The band insists that the personality of their music is not only `` cool , '' but at the same time `` silly . ''",The band insists that the personality of their music is not only `` cool '' but `` silly '' as well .
"Pedro Romeiras ( born July 3 , 1961 in Lisbon ) started his career as a soloist with the National Ballet of Portugal after finishing ballet studies at the Royal Ballet School .","Pedro Romeiras was a Portuguese principal ballet dancer born 3 July 1961 , in Lisbon ."
